POI_NAME,POI_TYPE
C,Medical
Advance Auto Parts,Retail
CME Federal Credit Union,Office
Fusion Auto Group,Retail
Jehovah Rapha Outreach Church,Public Places
Avada Hearing Care Center,Medical
New Mt. Sinai Church Of God In Christ,Public Places
College Funding Solutions of Ohio,Office
United Healthcare,Medical
Grumpy Troll Tavern,Retail
T,Retail
Columbus Compressor & Machine Service,Retail
Great Value Storage,Retail
Roose Company,Industrial
Groove U,Education
Byers Sign,Retail
US Equestrian Federation,Office
All In Wood Construction,Office
Sprint,Retail
Uncle Chuck's Printing and Signs,Retail
9th Ave East Garage,Transportation
Friendship CrossFit,Retail
Embracing Autism,Medical
Avenue,Retail
William Oxley Thompson Memorial Library,Education
Mendenhall Laboratory,Education
Rumba Cafe,Retail
Alpha Minority Youth Engineering,Office
Drackett Tower,Group Quarters
Parsons Village,Group Quarters
Battisti & Ansbro Lawyer,Office
Red Club,Retail
Austin Auto,Retail
Cricket Wireless,Retail
Dollar Tree,Retail
Parsons Elementary School,Education
Boost Mobile,Retail
Otterbein Skilled Nursing & Rehab Neighborhood,Group Quarters
The Rosalyn Miller Group,Office
Glencoe Animal Hospital,Medical
Big Star Ten Productions,Office
Allied Roofing,Retail
Handels Ice Cream,Retail
Barnes & Noble,Retail
Kohl's,Retail
YRC Freight,Transportation
Quick Fuel,Retail
Persis Karaikudi & Biryani Grill,Retail
Brilliant Colorworks,Office
Continental Trophies,Retail
Thorntons,Retail
Key Blue Prints,Retail
Northside Christian School,Education
Mean Jean’s,Retail
The Buckeye Ranch,Office
J. E. Wiggins & Co. Income Tax Service,Retail
Burning Leaf Fine Cigars,Retail
Crimson Cup Coffee,Retail
Tire Discounters,Retail
Chase Bank,Office
R Kids Count Learning Center,Education
Discount Drainage Supplies,Retail
Colombo Law,Office
Coca,Office
Fuzion Body Minds,Retail
Mt Vernon Ave AME Church,Public Places
Dorcy Direct,Retail
Ohio Department of Health,Government
BP,Retail
ALDI,Retail
R New Beginnings,Education
Three Star Food Mart,Retail
Dessert Bowl,Retail
Heinzerling Developmental Center,Group Quarters
Bunn,Retail
College Traditions Gift Shop,Retail
21,Transportation
Payless,Retail
Fifth Third Bank,Office
Jimmy John's,Retail
Select Comfort,Retail
Baesman,Industrial
Reed Arts,Retail
I Bar,Retail
Fresco Furnishings,Retail
Zoup!,Retail
King Tut Logistics,Office
End Time Apostolic,Public Places
Citi Trends,Retail
Plato's Closet,Retail
Steadfast Vapor,Retail
Waterman Storage Facility,Education
Windblown Hair Studio,Retail
North Campus Food Mart,Retail
12 Meridians Acupuncture,Medical
V Furniture Direct,Retail
Haslett Heating & Cooling,Retail
Repasky Gold & Silver,Retail
West Stadium Lot,Transportation
Retail Renovations,Office
A&B Market,Retail
Hertz,Retail
Great Clips,Retail
Great Clips,Retail
Nationwide Arena,Public Places
Harvest Pizzeria,Retail
Dalton's Barber Shop,Retail
Guiding Light Health Center,Group Quarters
Public Storage,Retail
OSU Livestock Facility,Education
Fitzy's Old Fashioned Diner,Retail
Rainbow Development Corporation,Office
CAPA Business Office,Office
Old Dominion Freight Line,Transportation
Thomas Door Controls,Industrial
Daruma Japanese Steakhouse,Retail
US Post Office,Government
Wendy's,Retail
Inspired by Ink,Retail
Crate and Barrel,Retail
Crafted Drafts,Retail
The Woodlands of Columbus,Group Quarters
Biggie Talls,Retail
Thai Mango Asian Bistro,Retail
All City Auto Parts,Retail
Riverside Bible Church,Public Places
Living Faith Apostolic Church,Public Places
COW Industries,Industrial
Cork,Office
Eagle Concrete Contractors,Retail
Hot Head Burritos,Retail
Lotus Leaf Asian Cuisine,Retail
Highland Elementary School,Education
Perkins Restaurant & Bakery,Retail
Cuts Off High,Retail
State Farm,Office
Britains Lane Commerce Park,Industrial
Studio Fovero Spa/Salon,Retail
Arirang Oriental Market,Retail
Cream & Sugar,Retail
Christ Centered Apostolic Church,Public Places
DK Diner,Retail
Eiliud Christian Missionary Center,Public Places
Saia LTL Freight,Transportation
Temple Israel,Public Places
NovaCare Rehabilitation,Medical
Franklin County Government Center Pavilion,Government
Igo & Igo Attorney,Office
Columbus Alternative High School,Education
St. Augustine & Gabriel Church,Public Places
Agape Family Worship Center,Public Places
Rue 21,Retail
Midas,Retail
Safehaven Daycare & Learning,Education
Central Ohio Trauma System,Office
Wellspring Chiropractic,Medical
IER Industrial Electromechanical,Retail
Prime Equipment Group,Retail
Precision Pro Staffing,Retail
United Preparatory Academy,Education
Smith Market,Retail
American Triflex Marketing,Retail
Image One,Retail
Columbus Eagles Motorcycle Club & Grill,Retail
The Brown Bag Delicatessen,Retail
Jack's Pets,Retail
Papa John's Pizza,Retail
Acrylicon,Industrial
Halloween City,Retail
Hendoc's Pub,Retail
Com,Industrial
Caine Properties,Office
Enterprise Rent A Car,Retail
Taco Bell,Retail
PayCo,Office
Tree Service,Retail
Columbus Fire Station 16,Emergency Response
Novidades Yurisa,Retail
The Conference Center on Morse Road,Public Places
JC Penney,Retail
Zettler Hardware,Retail
Allstate Fire & Security,Office
Schottenstein Management,Office
Achbach Auto Industries,Retail
Chick,Retail
Hope and Dignity for All,Office
Chuck E Cheese's,Retail
G&G Fitness Equipment,Retail
Sam's Drive Thru,Retail
Osh Kosh B'gosh,Retail
Bright Child Care,Education
The Golf Club at Little Turtle,Public Places
McMahon Truck Centers,Retail
Creno's Pizza,Retail
Halal Pizza and Coffee,Retail
Fresh Wok,Retail
Albers Law Firm,Office
Style India,Retail
BJ's Restaurant & Brewhouse,Retail
Stein Mart,Retail
Jason Michael Studio,Retail
Columbus Fire Station 24,Emergency Response
Chase ATM,Office
Target,Retail
Central City Chiropractic,Medical
Orange Theory Fitness,Retail
West Broad Medical Center Parking,Transportation
Kappa Delta Sorority,Group Quarters
Somali Bantu Education Center,Education
114 W Mound St Lot,Transportation
Taco Bell,Retail
Philosophi Salon & Salt Spa,Retail
Ohio Mulch,Retail
Ohio Thrift Store,Retail
American Health Network,Medical
Woodsmill Apparel Screen Printer,Industrial
Forgiven Fellowship,Public Places
D & E Electrical Contractors,Retail
HC Way,Retail
Pandora,Retail
Ohio Health Center Walk,Medical
The Dr. Martens Store,Retail
Wag n Swag,Retail
Lowe's,Retail
Oaksmith Cabinet Fronts,Retail
Frame & Spring,Retail
Betlin Manufacturing Co,Industrial
Stafford's Market,Retail
Cintas Uniform Services,Industrial
InTown Suites Extended Stay Living,Retail
Information Management Resources,Office
Columbus Metropolitan Library ,Public Places
Starting Point Child Day Care,Education
The Door Company,Retail
Carrara Companies,Office
Amarnanth Abbey,Public Places
Wildflower Cafe,Retail
Roche Bobois,Office
Monro Muffler,Retail
Adam G Burke  Attorney,Office
Hi,Medical
Huntington Bank,Office
Golden Home Health Care,Medical
Van's Carry Out,Retail
Mellow Mushroom,Retail
Armor Paving & Sealing,Retail
Einstein Bros Bagels,Retail
B & B Truck & Trailer Repair,Retail
Metropolitan Environmental Services,Industrial
Fado Irish Pub Columbus,Retail
Worthington Schools Bus Lot,Education
Four Seas Asian Foodservice,Retail
Half Price Books,Retail
Dura Belt,Industrial
Mr Hams Bar in Columbus,Retail
Jackson Hewitt Tax Service,Retail
Little Scholar Learning Center,Education
The Summit Workshop,Retail
Petland,Retail
Golden Orthodontics,Medical
Millennium Community Daycare,Education
Atlas Stone Distribution,Industrial
Jesus Power Assembly of God,Public Places
Christ International Church,Public Places
Fit One Four,Retail
ABC Liquor,Retail
Villa Barber Salon,Retail
Urban Acupuncture Center,Medical
Bella's Pizza,Retail
Atlas Industrial Contractors,Office
Faith Tabernacle IPCC,Public Places
Saturday's,Retail
Columbus Metropolitan Library ,Public Places
OHM International,Industrial
Shamrock Club of Columbus,Public Places
Midland Building,Office
Subway,Retail
US Post Office,Government
Orthopedic One,Medical
A,Retail
US Post Office,Government
TY Fine Furniture Showroom,Retail
Kevin Lehr Associates,Retail
The Columbus Performing Arts Center,Public Places
Columbus Bail Bonds,Retail
Tips Treasurers,Retail
Shell,Retail
Troubadour Club,Retail
Great Clips,Retail
All City Glass,Retail
Let the Children Come,Education
Saturday's,Retail
Costco,Retail
Buckeye Food Mart,Retail
Eye Columbus,Medical
ALDI,Retail
St. Philip Lutheran Church,Public Places
Wendy's,Retail
Value City Furniture,Retail
Lincare,Office
Aqua Science,Office
Core Molding Technologies,Industrial
Home Instead Senior Care,Medical
Alliance Data,Retail
Ohio School of Phlebotomy,Education
Pita Hut Grille,Retail
CSX Intermodal Terminals,Transportation
Office Max,Retail
Chase Bank,Office
Wendy's,Retail
Shelly & Sands,Retail
Southmoor Professional Center,Medical
John W Cleary Co,Office
Uprite Vapor,Retail
Zen and The City,Retail
Creative Vacations,Retail
LOFT,Retail
Interventional Pain Solutions,Medical
Bikers Attic Consignment,Retail
Jack Maxton Used Cars on Harrisburg Pike,Retail
Huntington Bank,Office
SWACO,Industrial
Christopher M. Will DDS.,Medical
GetGo,Retail
PNC Bank,Office
Orthopedic Care Center,Medical
A,Retail
MAPFRE Stadium,Public Places
Casual Male XL,Retail
Meijer Gas Station,Retail
Maverick Drive Thru,Retail
Briggs Road Baptist Church,Public Places
Walnut Bluff Storm Retention Basin,Industrial
Creative Mortgage Services,Retail
Shell,Retail
Cardinal Detention Systems,Retail
Lilly Pulitzer Clothing,Retail
Beck & Orr,Retail
Young Timothy Christian Fellowship,Public Places
Creno's Pizza,Retail
COTA Park & Ride ,Transportation
American Land & Mortgage Title Agency,Retail
International Trucks,Transportation
Mid,Retail
Arena Wine and Spirits,Retail
FrontRoom Furnishings,Retail
Columbus Fire Station 13,Emergency Response
"Robert D Erney, Lawyer",Office
JIT Company,Industrial
P.F. Chang's,Retail
Intellinetics,Office
J C Roofing,Retail
CVS,Retail
Clarus Partners CPA,Office
A,Retail
Primary One South High,Medical
Safe Secure Truck & Trailer,Retail
Carl N CottoneCo Attorney,Office
ODU Sansbury Hall,Education
Communications Engineering,Office
The Title Company,Retail
Karl Road Tank,Industrial
Bullies Ink,Retail
Inland Products,Industrial
The Little Gym of Polaris,Retail
Highbanks Care Center,Group Quarters
Zettler Hardware,Retail
Little Palace,Retail
Quality Transmission,Retail
Best Life Acupressure & Reflexology,Medical
Newall Electronics,Office
The Chintz Room,Retail
Bar Louie,Retail
Columbus Metropolitan Housing Authority,Office
My Family Dental,Medical
Hot Head Burritos,Retail
Starbucks,Retail
Brentnell Community Center,Public Places
LoanMax Title Loans,Retail
City Cut Beauty Salon,Retail
Skechers,Retail
Cardinal Graphics,Retail
Gleason's Market,Retail
Chuck Sugarman Liquidator,Retail
Justice,Retail
FedEx Office Print & Ship Center,Retail
Genji Go Japanese Steakhouse Express,Retail
Scioto Ready Mix,Industrial
Begley Upholstering,Retail
All Around Columbus Catering,Retail
US Post Office,Government
Columbus Fire Station 22,Emergency Response
83 Lounge,Retail
Little Caesars,Retail
Main Jewelers,Retail
Ohio Mulch,Retail
Noodles & Company,Retail
Ernie's Auto,Retail
Firestone Complete Auto Care,Retail
Shashwat Web Technologies,Retail
NovaCare Rehabilitation,Medical
Tee'd Up Indoor Golf,Retail
Citicom Print & Graphics,Retail
Marconi Square,Office
Bevis Hall,Education
CVS,Retail
Mulligan's Sports Pub,Retail
Provider Physicians,Medical
Greater Glory Ministries,Public Places
Tastings ,Retail
Clean As A Whistle Coin Laundry,Retail
School of Biblical Theology,Education
Healthy Smile Dentistry,Medical
Fitness Opportunities,Retail
R & R Sports Headquarters,Retail
White Castle,Retail
Milliron & Kensinger CPAS,Office
Tire Discounters,Retail
Mark Pi's,Retail
MTO Shahmaghsoudi,Education
Motel 6,Retail
Accuratax,Office
CheckSmart,Retail
Mershon Auditorium,Public Places
Great Clips,Retail
Phototype Color Imaging,Retail
Nelbud Services Group,Office
US Post Office,Government
Mediation Service of Ohio,Office
Apna Bazaar Groceries & Halal Meat,Retail
Family Thrift,Retail
Big Lots,Office
Motel 6,Retail
US Coast Guard Recruiting,Government
Starbucks,Retail
DMK Nail Image,Retail
Tire Zone,Retail
BP,Retail
International Academy of Columbus,Education
First Merchants Bank,Office
Homewood Suites,Retail
Steel Erectors International,Office
Metro PCS,Retail
Chile Verde,Retail
Columbus Auto Resale,Retail
Dollar General,Retail
United Dairy Farmers,Retail
OhioHealth Cancer Services,Medical
PNC Bank,Office
Urgent Care,Medical
Church In Jesus Christ,Public Places
Columbus Cousins Army Navy Surplus Store,Retail
Totally Different Barber Spa,Retail
The Pub,Retail
Maple Grove United Methodist,Public Places
Super Steam,Retail
McDonald's,Retail
Tasi,Retail
Uplift Christ Outreach Center,Public Places
Sharon Woods Baptist Church,Public Places
China City Buffet,Retail
Macedonia Baptist Church,Public Places
Caregivers Helper,Office
Columbus Police Substation 19,Emergency Response
Dahabshil,Office
HHR Enterprises Heating & Cooling Solutions,Retail
Ronin Training Center,Office
Blue Bubble Express Laundromat,Retail
Waugh's Towing,Retail
Swim N Sport,Retail
McCord Middle School,Education
Shirl's Pet Grooming,Retail
Local Cantina,Retail
Cracker Barrel,Retail
All Seasons Auto Maintenance,Retail
Norms Auto Repair,Retail
Churches Of Christ,Public Places
Columbia Gas Meter Shop,Industrial
McKnight Outdoor Education Center,Public Places
Key Bank,Office
Trampoline Extreme,Retail
Saint Paul Baptist Church,Public Places
M J Baumann Co,Retail
Talecris Plasma Resources,Medical
Dollar Tree,Retail
Mam Mam's Child Care Center,Education
Coe Photographic,Retail
H & R Block,Retail
U,Retail
Children's Choice Academy,Education
CVS,Retail
White Castle,Retail
Long John Silvers,Retail
George's Barber Shop,Retail
Visitor Center German Village Society,Public Places
Lev's Pawn Shop,Retail
SMART Federal Credit Union,Office
M & M Motors,Retail
Famous Supply,Retail
Food Mart,Retail
Snap Fitness,Retail
High Beck Tavern,Retail
Alibrando Plumbing,Retail
Knights Inn Columbus,Retail
One Columbus Center,Retail
Ryder Truck Rental,Retail
Mount Carmel Employee Parking Lot D,Transportation
Comfort Zones,Retail
Capstone Dental Clintonville,Medical
Certified Oil,Retail
Association Development Disabled,Office
Lev's Pawn Shop,Retail
Pep Boys Auto Parts,Retail
Video Central,Retail
Kim's Wig Fashions,Retail
K & K Towing & Recovery,Retail
Urban Outfitters,Retail
Clothes Mentor,Retail
Walgreens,Retail
Hope & Heart by Schoedinger,Retail
Cars 4 U,Retail
Little Fish Printing and Gallery,Retail
Markee International Corp,Industrial
Netcare Access,Medical
Gethsemane United Methodist Church,Public Places
Step One Allstars,Retail
Richter International,Office
COTA Park & Ride ,Transportation
H & M Investments,Industrial
Roger Stock DDS,Medical
United Dairy Farmers,Retail
M & J Carryouts,Retail
PetSuites,Retail
Buckeye Preparatory Academy,Education
Speedway,Retail
Nationwide Children's Homecare and Hospice,Medical
ECO Disaster Services,Office
Premier Care of Ohio,Medical
Leap Road Water Tank,Industrial
Smoothie King,Retail
La,Retail
CentiMark,Retail
Beds 'N' Stuff Superstore,Retail
Quaker Steak & Lube,Retail
Bedrooms First,Retail
Texas Roadhouse,Retail
St. Matthias School,Education
Carrabba's Italian Grill,Retail
ABC Home Services,Medical
Tom+Chee,Retail
CSX Intermodal Terminals,Transportation
Columbus Division of Police Property Room,Emergency Response
Ohio Cat Power Systems Columbus,Industrial
Smoke Shop & Carry Out,Retail
"Jeffrey S Hudson, DC",Medical
Dewey's Pizza,Retail
K A R Auto Group,Retail
Dream Seats,Retail
Absolute Cleaning Services,Retail
The Realty Firm,Office
Menards,Retail
Ohio Insurance Group,Office
Cruizers Auto Sales,Retail
Elite Hair Mafia,Retail
Cashland,Retail
Smith Springs Truck Suspension Repair,Retail
Kingsrowe Gallery,Retail
Check Into Cash,Retail
Little Caesars,Retail
Foot Care Solutions,Medical
